raw_comment,clean_comment
Momo combo is so clean,momo combo is so clean
3:35 when he locks tf in holyy,335 when he locks tf in holyy
"I had to come back , the fact Boruto and Kawaki were throwing hands like JJK was funny. Imagine little Boruto boxing with Itadori 😂",i had to come back the fact boruto and kawaki were throwing hands like jjk was funny imagine little boruto boxing with itadori
Bruh…WHEN BLUE EYE VORTEX IS ANIMATED. Can’t wait😭❤️‍🔥,bruhwhen blue eye vortex is animated cant wait
yo this is actually lit asf 🔥🔥🔥,yo this is actually lit asf
If the anime doesnt mess up tbv will be more or less this level of battle for each canon fight. If its seasonal tbv is gonna be one of the best anime. Mark my words,if the anime doesnt mess up tbv will be more or less this level of battle for each canon fight if its seasonal tbv is gonna be one of the best anime mark my words
I swear to god this OST whenever it hits you know the fight is going to be epic. Such a good OST especially for this fight. The music just feels like a demon is fighting an angel and how epic would that be to see.,i swear to god this ost whenever it hits you know the fight is going to be epic such a good ost especially for this fight the music just feels like a demon is fighting an angel and how epic would that be to see
4K | 48FPS (PERFECT!!! 😍),4k 48fps perfect
3:04 that move was too sweet,304 that move was too sweet
Only true fans would notice kawaki used the same hand sign trick on boruto that sasuke used on naruto in their final fight,only true fans would notice kawaki used the same hand sign trick on boruto that sasuke used on naruto in their final fight
Its crazy that its bascially 90% momoshiki vs 90% isshiki,its crazy that its bascially 90 momoshiki vs 90 isshiki
This is so much better than the fight in Naruto which you have to deal with a MILLION flahsbacks before Naruto and Sasuke fight,this is so much better than the fight in naruto which you have to deal with a million flahsbacks before naruto and sasuke fight
How is this video not a 10 million views JUST LOOOK,how is this video not a 10 million views just loook
I don’t even watch anime n this was the best shit I ever seen,i dont even watch anime n this was the best shit i ever seen
"I wish Boruto could use 8 Trigrams 64 Palm. To remind us of his Hyuuga origin

Edit: Or even a variation of it",i wish boruto could use 8 trigrams 64 palm to remind us of his hyuuga origin edit or even a variation of it
This spundtrack is maaaad dawg,this spundtrack is maaaad dawg
"Just thought about it …. If Kawaki is able to use Daikokuten then Borushiki should be able to activate the Byakugan - as well as strike some tenketsu points. The writers just REFUSE to let the Hyuga be GREAT 😂😂😂 

I suppose there hasn’t been a situation where Byakugan would come in handy while he’s in control- but this fight has plenty of moments where Borushiki could have done a quick skippity papp to a couple of tenketsu points or something !",just thought about it if kawaki is able to use daikokuten then borushiki should be able to activate the byakugan as well as strike some tenketsu points the writers just refuse to let the hyuga be great i suppose there hasnt been a situation where byakugan would come in handy while hes in control but this fight has plenty of moments where borushiki could have done a quick skippity papp to a couple of tenketsu points or something
It is so good fight. One Frame man can only dream to get these good fights,it is so good fight one frame man can only dream to get these good fights
What i liked more of this episode in the manga was borushiki positions while doing the rasengan he looked so badass but the anime didn't really have that 😮‍💨,what i liked more of this episode in the manga was borushiki positions while doing the rasengan he looked so badass but the anime didnt really have that
dis like my fav naruto series fight and i seen them all from lee and gaara to naruto and sasuke v momoshiki to kakashi v obito . idk it’s something about this fight that just hits so different,dis like my fav naruto series fight and i seen them all from lee and gaara to naruto and sasuke v momoshiki to kakashi v obito idk its something about this fight that just hits so different
TBV is gonna go so fucking hard,tbv is gonna go so fucking hard
J'adore ce que tu fais man continue comme ça,jadore ce que tu fais man continue comme a
"If i dont see another post from this man/woman, im finding them; and things gone get wicked",if i dont see another post from this manwoman im finding them and things gone get wicked
and this was also the only time borutos animation improved they made the animation style more hd and flows calmer,and this was also the only time borutos animation improved they made the animation style more hd and flows calmer
Hopefully the Blu-ray for the arc is as smooth as this clip.,hopefully the bluray for the arc is as smooth as this clip
Keep making more w,keep making more w
I wonder what Naruto was thinking. Hell him and Sasuke dried a lake,i wonder what naruto was thinking hell him and sasuke dried a lake
Wow. The quality of this makes me wish better animation days.,wow the quality of this makes me wish better animation days
Seeing Naruto was absolutely baffled was kinda scary.,seeing naruto was absolutely baffled was kinda scary
Rewatching these fights it makes so much sense on why boruto is ridiculous strong in the time skip this was all a small peak of what he can do😭 I cannot imagine what he’s capable in the time skip using his karma,rewatching these fights it makes so much sense on why boruto is ridiculous strong in the time skip this was all a small peak of what he can do i cannot imagine what hes capable in the time skip using his karma
Super nice edits ❤❤I’m a Fan Now,super nice edits im a fan now
Cant lie. That was a damn good fight. Almost took me to dbz days. Had me thinking about back in my days 😅,cant lie that was a damn good fight almost took me to dbz days had me thinking about back in my days
Holla 💯🔥 trop cool Hugo Boss Boss,holla trop cool hugo boss boss
3:40 Since when can these Miggas FLY!!!,340 since when can these miggas fly
Dude this anime on actual fire🔥,dude this anime on actual fire
Anyone 11 march 2025,anyone 11 march 2025
What is the OST that plays at the start of this fight? I know the one like a minute or two in is Victor’s Theme but I’m not sure what the first one is.,what is the ost that plays at the start of this fight i know the one like a minute or two in is victors theme but im not sure what the first one is
No smiles no talking 💪🏽  just fighting..,no smiles no talking just fighting
all the boruto haters are choking on this animation,all the boruto haters are choking on this animation
Nice episode ❤,nice episode
Animation is absolutely teribble damn. I thought it was a fan made animation,animation is absolutely teribble damn i thought it was a fan made animation
1:56 that look like familiar,156 that look like familiar
Peak 🔥🔥🔥 can’t wait for manga to finish current arc 👀,peak cant wait for manga to finish current arc
Bruh luffy gear 5 is so disappointing it makes me watch this again and feel relieved,bruh luffy gear 5 is so disappointing it makes me watch this again and feel relieved
Man why tf I just had a dream kawaki was in my crib using karma hell nah this why I’m watching it rn 😂,man why tf i just had a dream kawaki was in my crib using karma hell nah this why im watching it rn
"What’s crazy is, it looks like Boruto wakes up here because Momoshiki is running out of chakra, but in the past Boruto would wake when Momoshiki absorbed TOO much chakra. During the fight with Boro, he absorbed JUST enough to make the rasengan and not to wake Boruto and then télé qui she’s control after he defeated him. In the fight with Sasuke and Kawaki, he woke because Borushiki absorbed too much chakra from Kawaki’s fire style. But here, it looks like using that last rasengan is what stirred Boruto completely conscious, which is backwards.",whats crazy is it looks like boruto wakes up here because momoshiki is running out of chakra but in the past boruto would wake when momoshiki absorbed too much chakra during the fight with boro he absorbed just enough to make the rasengan and not to wake boruto and then tl qui shes control after he defeated him in the fight with sasuke and kawaki he woke because borushiki absorbed too much chakra from kawakis fire style but here it looks like using that last rasengan is what stirred boruto completely conscious which is backwards
Baruto was really smooth with them dodges tho,baruto was really smooth with them dodges tho
One of the best fights in anime history. (in my opinion),one of the best fights in anime history in my opinion
Js straight boxing bro its crazy😂,js straight boxing bro its crazy
Sikhunahikona is a broken shin jutsu to open another space and dropping cubes like that is terrifying. Hope kawaki will get a power up to utilize this shin jutsu more,sikhunahikona is a broken shin jutsu to open another space and dropping cubes like that is terrifying hope kawaki will get a power up to utilize this shin jutsu more
holy fuck that video description makes me nostalgic,holy fuck that video description makes me nostalgic
Really hyped for boruto shippuden,really hyped for boruto shippuden
Naruto being kakashi and kawaki and boruto being sasuke and naruto😂,naruto being kakashi and kawaki and boruto being sasuke and naruto
fighting for the bathroom first morning is mad funny,fighting for the bathroom first morning is mad funny
Hemawari is most mature here😂❤,hemawari is most mature here
Naruto holding it all 😂😂,naruto holding it all
That's what I call Naruto being kakashi in boruto era,thats what i call naruto being kakashi in boruto era
Boruto fighting when he could've just shadow cloned himself 😂😂,boruto fighting when he couldve just shadow cloned himself
He should become the hokage,he should become the hokage
"and some fucks say Boruto suck what more do you guys need to do in a time of peace 😤, and Naruto tryinghard to be the dad he never got and his son chasing his own goal which is the same as minato and Naruto , idk what does ppl expect shinobi like genin to do in times of peace which their fav mc fought and died and revived and defeat and alien goddess 🤷,",and some fucks say boruto suck what more do you guys need to do in a time of peace and naruto tryinghard to be the dad he never got and his son chasing his own goal which is the same as minato and naruto idk what does ppl expect shinobi like genin to do in times of peace which their fav mc fought and died and revived and defeat and alien goddess
So funny 😂😂😂😂😂😂 1:19,so funny 119
i dont know cant help but think this is kinda foreshadowing for whats to come 1:23,i dont know cant help but think this is kinda foreshadowing for whats to come 123
Sasuke learn Naruto's jitsu,sasuke learn narutos jitsu
Guys what's the name of the song in 11:40,guys whats the name of the song in 1140
This Boruto episode was fire asf,this boruto episode was fire asf
"Boruto VS Kawaki: To protect Naruto

Naruto VS Sasuke: To save the world",boruto vs kawaki to protect naruto naruto vs sasuke to save the world
"Hogoromo from heaven ""Ah !shit here we go again"".😂😅",hogoromo from heaven ah shit here we go again
THE SOUL OF A SHINOBI NEVER CHANGES,the soul of a shinobi never changes
"Father, like son, they both can throw some hands 🥶",father like son they both can throw some hands
"naruto:eye battle 
boruto:battle of horns",narutoeye battle borutobattle of horns
If there was a fight scene to recreate this was the one here 🤌,if there was a fight scene to recreate this was the one here
This reference is so Badass🔥🔥🔥🔥,this reference is so badass
Song = La Caution - Thè A la Menthe,song la caution th a la menthe
i always loved Boruto from the beginning but after i saw this fight it brought back so many memories of watching Naruto that i became addicted to the anime.,i always loved boruto from the beginning but after i saw this fight it brought back so many memories of watching naruto that i became addicted to the anime
"Ngl both are good, but the old one is slightly better in both animation and choreography",ngl both are good but the old one is slightly better in both animation and choreography
Still naruto vs sasuke fight is so smooth and better,still naruto vs sasuke fight is so smooth and better
Amazing fight transition,amazing fight transition
"Naruto,boruto,kawaki and sasuke so amazing❤",narutoborutokawaki and sasuke so amazing
Fire edit still waiting on my request but take ur time😅,fire edit still waiting on my request but take ur time
bro it was so fire like father like son,bro it was so fire like father like son
"Look at those bad asses in action,😎🔥",look at those bad asses in action
This Naruto battle was insane,this naruto battle was insane
The fight between boruto and kawaki haven't ended yet,the fight between boruto and kawaki havent ended yet
fire episode,fire episode
Finally good animation and fight fr 🙌💯,finally good animation and fight fr
these fights was peak🔥🔥,these fights was peak
Can you pls do(( gojo full power vs Goku mui))❤️‍🔥,can you pls do gojo full power vs goku mui
Naruto vs Sasuke was something else💀🗿🔥,naruto vs sasuke was something else
Kawaki be like : Don't Hart Lord 7 😈👿💯,kawaki be like dont hart lord 7
Boruto and Kawaki in the future be a friends,boruto and kawaki in the future be a friends
That fight with kawai and boruto is a reference to that last fight with naruto and Sasuke,that fight with kawai and boruto is a reference to that last fight with naruto and sasuke
❤ and cool duo,and cool duo
"Like Father, like sons

- Sasuke Uchiha",like father like sons sasuke uchiha
Always ol is gold😊,always ol is gold
name of the song?,name of the song
Ashura and indra: another day another reincarnation,ashura and indra another day another reincarnation
The simularities😂,the simularities
"no matter what anyone says, the fight between Kakashi and Obito was much more epic than all existing fights in Naruto.",no matter what anyone says the fight between kakashi and obito was much more epic than all existing fights in naruto
Dude no way tell me why I wanted someone to do this edit amazing bro,dude no way tell me why i wanted someone to do this edit amazing bro
Hater bout to storm the comments,hater bout to storm the comments
Like father like son❤❤😊😎,like father like son
Boruto= Sonic Kawaki = Shadow.❤ Boruto = Naruto Kawaki= Sasuke ♥️,boruto sonic kawaki shadow boruto naruto kawaki sasuke
Nice timing,nice timing
O kawaki fes aulas com o sasuke 😂,o kawaki fes aulas com o sasuke
"Haha, awesome",haha awesome
Think god they didn't ruin the fight and the animation was good,think god they didnt ruin the fight and the animation was good
"It’s so cool because one just copies the other, huehuehue.
Anyway the rest of the fight was good",its so cool because one just copies the other huehuehue anyway the rest of the fight was good
"NARUTO AND BARUTO 🧡🖤
KAWAKI AND SASUKE 💙🖤",naruto and baruto kawaki and sasuke
Naruto and Sasuke hit different 🗿💀,naruto and sasuke hit different
"Kawaki throws fire ball boruto absorbs it
Sasuke throws fire ball naruto catches it
💯💯💯💯I love it",kawaki throws fire ball boruto absorbs it sasuke throws fire ball naruto catches it i love it
What the music?,what the music
every masterpiece has its cheap copy,every masterpiece has its cheap copy
Sasuke is so aggressive I love it,sasuke is so aggressive i love it
"When kishimoto didn't have much money to make noruto fight scene , he replaced the characters in Naruto fight scene",when kishimoto didnt have much money to make noruto fight scene he replaced the characters in naruto fight scene
"A battle that will always revive, through generations to generations... Nice👍✨",a battle that will always revive through generations to generations nice
"Naruto dodge the fire jutsu from sasuke 
Boruto just calm and absorb it 
😂😂😂",naruto dodge the fire jutsu from sasuke boruto just calm and absorb it
The song perfectly matched,the song perfectly matched
"W parallels,hater crying rn",w parallelshater crying rn
Nice graphics!,nice graphics
"Kawaki-Saske 💯
Naruto-Boruto 💯",kawakisaske narutoboruto
Ok so sasuke trains for ages to get that proficient at using ninjutsu and kawaki just does that straight away nice,ok so sasuke trains for ages to get that proficient at using ninjutsu and kawaki just does that straight away nice
POV genins are figthing,pov genins are figthing
Boruto peak will carry 2023 🗿,boruto peak will carry 2023
Boruto and naruto good 🎉,boruto and naruto good
This was the best episode of boruto because of his death,this was the best episode of boruto because of his death
Boruto vs kawaki dan Naruto vs Sasuke👏👏👏👏👏👏👏👏👏👏,boruto vs kawaki dan naruto vs sasuke
Boruto Vs Kawaki Is The Cheap Copy Of The Naruto Vs Sasuke 😂,boruto vs kawaki is the cheap copy of the naruto vs sasuke
"Yes, I noticed him. I was shocked. I remembered Naruto Sasuke's fight",yes i noticed him i was shocked i remembered naruto sasukes fight
Boruto better,boruto better
Naruto and his son got spiint with the same combo. 😂,naruto and his son got spiint with the same combo
Bro bgm name?,bro bgm name
Always old is gold ❤❤,always old is gold
"J'ai trop aimé 
,❤😊😊❤",jai trop aim
Those kicks were personal 😅,those kicks were personal
U missed eyes clip 👀,u missed eyes clip
Super magnificent,super magnificent
Quase uma cópia Naruto de Boruto mas e pai e filho 😅❤,quase uma cpia naruto de boruto mas e pai e filho
The song syncs with the fight,the song syncs with the fight
Like dad like son,like dad like son
Bro what's the tone name??..,bro whats the tone name
Super💀💀💀💀💀👌👌😎😎😎😱😱😱👿👿👄💋naruto ❤❤❤,supernaruto
Nah that’s heat,nah thats heat
Song name please bro,song name please bro
"Like father, like son.",like father like son
The anime starting to get really good,the anime starting to get really good
is nobody gonna mention the ishowspeed in the corner,is nobody gonna mention the ishowspeed in the corner
Boruto feels like fan fiction at times.,boruto feels like fan fiction at times
Kawakii is the naruto fanbase who refuses to let naruto go,kawakii is the naruto fanbase who refuses to let naruto go
"Boruto feels like a fever dream lol its alright, but it almost dismisses everything naruto achieved in shippuden",boruto feels like a fever dream lol its alright but it almost dismisses everything naruto achieved in shippuden
The way borushiki was walking kawaki like a dog 😂,the way borushiki was walking kawaki like a dog
Naruto really is like lord 3rd they just can't pull the trigger though in Naruto's defense they made him worthless after the nine tails left him,naruto really is like lord 3rd they just cant pull the trigger though in narutos defense they made him worthless after the nine tails left him
Naruto seeing his son killed right in front of him. I wouldn’t wish this upon my worst enemy.,naruto seeing his son killed right in front of him i wouldnt wish this upon my worst enemy
Kawaki represents the naruto fanbase who cant let naruto retire 😂,kawaki represents the naruto fanbase who cant let naruto retire
The fact that naruto still siding with kawaki shows he really loves kawaki😢,the fact that naruto still siding with kawaki shows he really loves kawaki
Watching your own son get killed by someone is one of the worst things that anybody has ever done,watching your own son get killed by someone is one of the worst things that anybody has ever done
"I’ve seen some comments where people were like oh he didn’t react after seeing that and I’m like the man is in shock. And I haven’t even gotten to this part in the anime, but I’m caught up on Manga. Naruto couldn’t even begin to process what was happening. And he’s been through so much. But this is his son. 😢Anyhow, for the anime, I am loving it enough, and I really can’t wait to see how the rest of it gets animated. It’s a good continuity from where Naruto left off when it comes to the ōtsutsuki saga. Boruto is shaping to be a hero in his own right.  As it’s like where his dad had to fight for everything that he has, and Boruto is the reverse. He had everything and it was taken away from him now he has to fight for it back, so I’m absolutely loving this story.",ive seen some comments where people were like oh he didnt react after seeing that and im like the man is in shock and i havent even gotten to this part in the anime but im caught up on manga naruto couldnt even begin to process what was happening and hes been through so much but this is his son anyhow for the anime i am loving it enough and i really cant wait to see how the rest of it gets animated its a good continuity from where naruto left off when it comes to the tsutsuki saga boruto is shaping to be a hero in his own right as its like where his dad had to fight for everything that he has and boruto is the reverse he had everything and it was taken away from him now he has to fight for it back so im absolutely loving this story
"i like boruto series overall but this scene has to be a disrespect to the sage mode, i mean naruto couldve saved boruto when he was in sage mode. SAGE MODE WAS GOATED BEFOREEEEE  4:42",i like boruto series overall but this scene has to be a disrespect to the sage mode i mean naruto couldve saved boruto when he was in sage mode sage mode was goated beforeeeee 442
"So , this era it will not tailed beast inside on them , but like momoshiki things😂",so this era it will not tailed beast inside on them but like momoshiki things
5:12 twilight sparkle 😂,512 twilight sparkle
Shikamaru shouting what ridiculous strength like he the guy😂😂😂,shikamaru shouting what ridiculous strength like he the guy
When do ancient ninjas have pierced ears and have diamonds???? What did I miss???,when do ancient ninjas have pierced ears and have diamonds what did i miss
"Damn, magics and wizards Shippuden.",damn magics and wizards shippuden
😢When will the sequel to Evil be released?,when will the sequel to evil be released
"When’s the 2 blue vortex coming out I’ve been waiting sence I started watching Naruto so years, first to comment btw",whens the 2 blue vortex coming out ive been waiting sence i started watching naruto so years first to comment btw
Tf is Speed doing in the corner💔,tf is speed doing in the corner
When power creep goes horribly wrong,when power creep goes horribly wrong
how is he using naruto and boruto episode without copyright material 🤔,how is he using naruto and boruto episode without copyright material
Momoshiki is comedy telling kawaki to be nice,momoshiki is comedy telling kawaki to be nice
It's gonna be gold to see borushiki  carrying around adult kawaki in two.blur vortex😂😂😂,its gonna be gold to see borushiki carrying around adult kawaki in twoblur vortex
There behind you speed✌️😔🥀💔,there behind you speed
A.man who lost Everything 😢,aman who lost everything
Boruto isn't gone he comes back in 2 blue vortex,boruto isnt gone he comes back in 2 blue vortex
man i miss This shi. I wonder when boruto is continuing.,man i miss this shi i wonder when boruto is continuing
Lord forth in heaven like why can't I do rasengan like that 😂,lord forth in heaven like why cant i do rasengan like that
Last episode for everyone to believe game ended.,last episode for everyone to believe game ended
"That ain't a reaction video, even if you put fair use law.",that aint a reaction video even if you put fair use law
Dayum this show is amazing if only they dont add dem fillers,dayum this show is amazing if only they dont add dem fillers
Looking back at this I realize code isn’t defective. I think code was compatible but was given a “defect” karma marking to slow jigen down. It made me question his capabilities and why he doesn’t display anything other than his claw marks. Amado is saving him for later,looking back at this i realize code isnt defective i think code was compatible but was given a defect karma marking to slow jigen down it made me question his capabilities and why he doesnt display anything other than his claw marks amado is saving him for later
Well Naruto been super upset over his son dieing wouldn't be bad as it's his son,well naruto been super upset over his son dieing wouldnt be bad as its his son
please old edite please ❤😢,please old edite please
Sarada is gonna burn him alive for this.,sarada is gonna burn him alive for this
Are we gonna ignore the i show speed bubble?,are we gonna ignore the i show speed bubble
How you make anime videos without copyright,how you make anime videos without copyright
yo why is code dub so tuff,yo why is code dub so tuff
"Remember what Hashirama said, he'll protect the village at all cost no matter who they are a family, a brother, a friend. Boruto tried to do just that",remember what hashirama said hell protect the village at all cost no matter who they are a family a brother a friend boruto tried to do just that
Boruto is my  favorite,boruto is my favorite
Boruto Somehow Still Alive (According To Google),boruto somehow still alive according to google
"Dam he survived, not our lucky day.. Eventually tho.",dam he survived not our lucky day eventually tho
Y did you put a song when they were talking,y did you put a song when they were talking
Ky bhai bich fight mai tune dalne ki ky jarurat thi,ky bhai bich fight mai tune dalne ki ky jarurat thi
the music is so annoying,the music is so annoying
Im just going to say i thonk people would actually like to hear the show without ur music making it where u cant hear anything,im just going to say i thonk people would actually like to hear the show without ur music making it where u cant hear anything
Momoshiki vs isshiki how cool,momoshiki vs isshiki how cool
Anyone in 2025,anyone in 2025
Which episode is this?,which episode is this
why does it feel like im watching ai  every single eye in this video is messed up,why does it feel like im watching ai every single eye in this video is messed up
Naruto ninja Heroes ❤❤,naruto ninja heroes
How much does it start shooting our own thing,how much does it start shooting our own thing
Which episode?,which episode
why is speed in the corner lol,why is speed in the corner lol
Wtf he survived lmao....i have not seen one episode,wtf he survived lmaoi have not seen one episode
What ishowspeed doing in the corner,what ishowspeed doing in the corner
I thought momoshiki placed a mark on code and made code turn into boruto damn click baiters,i thought momoshiki placed a mark on code and made code turn into boruto damn click baiters
What’s with the shitty music parts?,whats with the shitty music parts
huaaaaa borutooooo😭😭😭you scared meeeeee,huaaaaa borutoooooyou scared meeeeee
Why is speed there he is not even watching the video,why is speed there he is not even watching the video
Bagus banget dah aku sampe begadang,bagus banget dah aku sampe begadang
bruh why is speed is in the corner,bruh why is speed is in the corner
"Bro, why didnt they take the madara's rinnegan to fight this shit",bro why didnt they take the madaras rinnegan to fight this shit
I don't know kids are old,i dont know kids are old
Boruto is real no fanmake his make by Naruto creator,boruto is real no fanmake his make by naruto creator
MO MO SHIKI,mo mo shiki
Like a brother to boruto yea he just killed him,like a brother to boruto yea he just killed him
Man call he is cooked when it comes to Boruto try hard and karma,man call he is cooked when it comes to boruto try hard and karma
"7:13

..Them writers are just rage baiting us, arent they?",713 them writers are just rage baiting us arent they
Kawaki venom kawasaki venom,kawaki venom kawasaki venom
Eposide number,eposide number
Can anyone tell which episode,can anyone tell which episode
I shall speed,i shall speed
😊 Urdu mein laya karo English samajh nahin aati,urdu mein laya karo english samajh nahin aati
It's like Sasuke and Naruto again,its like sasuke and naruto again
Sometimes I feel like Dragon Ball Super was the worse continuation to an anime I grew up with. Then Boruto shows up in my recommended and I’m like…perhaps I treated you too harshly DBS…,sometimes i feel like dragon ball super was the worse continuation to an anime i grew up with then boruto shows up in my recommended and im likeperhaps i treated you too harshly dbs
What episode?,what episode
Naruto 😎 Editing 🤡,naruto editing
https://youtu.be/vH256rGN1Lk Naruto hindi dubbed me😮😮😮😮,naruto hindi dubbed me
The english dub is so whack its funny.,the english dub is so whack its funny
The bond between kawaking and boruto is so tuff,the bond between kawaking and boruto is so tuff
Tangal stress kawaki,tangal stress kawaki
Babuy kawaki kaw,babuy kawaki kaw
Wssp wit the bs ah slow music,wssp wit the bs ah slow music
What ep is this ? Is this fanmade ?,what ep is this is this fanmade
This not even entertaining I miss shippuden very well made n writing 😢,this not even entertaining i miss shippuden very well made n writing
Naruto is really useless without the nine tails 😢,naruto is really useless without the nine tails
Shikamaru is a hippocrite.,shikamaru is a hippocrite
Real oR fake,real or fake
Dude the Eng Dub voice for Naruto is so bad and cringe for this moment. The way he cried BoRuToE!! made me laugh.,dude the eng dub voice for naruto is so bad and cringe for this moment the way he cried borutoe made me laugh
I think Gaaras feats in Shippuden being mostly defensive is a great way to show his character growth from someone who protected no one and killed everyone,i think gaaras feats in shippuden being mostly defensive is a great way to show his character growth from someone who protected no one and killed everyone
"""I said anyone who saw a perfect Susano'o would definitely die, but since the first attempt failed I thought there was no point in using the same jutsu in order not to ruin it's reputation"" -Madara casually roasts the 5 Kage",i said anyone who saw a perfect susanoo would definitely die but since the first attempt failed i thought there was no point in using the same jutsu in order not to ruin its reputation madara casually roasts the 5 kage
"33:55 Hey, Nick... Naruto lost his arm, too. He just got a replacement.",3355 hey nick naruto lost his arm too he just got a replacement
"14:09 Tobriama yes only made 2 shadow clones but was surprised by the lack of how many he could make. This happened Due to being at a reduced power level. 

So it would be safe to assume he could probably make at least 4-6. Hashirama made like 15 granted they were wood clones.",1409 tobriama yes only made 2 shadow clones but was surprised by the lack of how many he could make this happened due to being at a reduced power level so it would be safe to assume he could probably make at least 46 hashirama made like 15 granted they were wood clones
22:42 minato teleporting the alliance wasn't a speed feat. He connected his Chakra to narutos (who shared his Chakra w the alliance) and used that connection to teleport  everyone. He was only able to do it because of naruto,2242 minato teleporting the alliance wasnt a speed feat he connected his chakra to narutos who shared his chakra w the alliance and used that connection to teleport everyone he was only able to do it because of naruto
"0:00 preamble
1:55 main content
40:00 list summation and nick’s picks
42:53 closing",000 preamble 155 main content 4000 list summation and nicks picks 4253 closing
I love when Nick says something and then shows a panel or screenshot disproving what he just said lol,i love when nick says something and then shows a panel or screenshot disproving what he just said lol
uhh I think bro forgot sakura,uhh i think bro forgot sakura
The amount of glaze the community gives to Itachi is beyond human comprehension,the amount of glaze the community gives to itachi is beyond human comprehension
It's like you knew I was looking for a video from you,its like you knew i was looking for a video from you
Y are your vids so addicting 😢 I need to study,y are your vids so addicting i need to study
Always looking forward to listening to a video you drop otw to work my boy appreciate you,always looking forward to listening to a video you drop otw to work my boy appreciate you
Nick calling the sword of totsuka the sword of nunobuko 😂😂😂😂,nick calling the sword of totsuka the sword of nunobuko
"i love you’re basically a professional naruto scholar, get that bag",i love youre basically a professional naruto scholar get that bag
05:47 My mom,0547 my mom
"Time to sit down, smoke, and zone out to another one of nicks videos. 😁🔥💨💨",time to sit down smoke and zone out to another one of nicks videos
oh thank god because i again am sitting in a damn chair in the hospital getting iron and blood because my new chemo infusion is trying to kill me and i’m stuck sitting here for THREE MORE HOURS 🙃😭,oh thank god because i again am sitting in a damn chair in the hospital getting iron and blood because my new chemo infusion is trying to kill me and im stuck sitting here for three more hours
Good job on the video!,good job on the video
"Reminding Nick you don’t need to be Faster Than Light to dodge a laser. You only need to be faster than the person shooting the laser.

You don’t dodge a bullet, you dodge the gun!",reminding nick you dont need to be faster than light to dodge a laser you only need to be faster than the person shooting the laser you dont dodge a bullet you dodge the gun
I had to break from the rankings but yeah man makes sense Wiley on them so good job,i had to break from the rankings but yeah man makes sense wiley on them so good job
"Why is Sakura not on this list? You Said times before that she's stronger then Tsunade, yet Tsunade Is on this list and Sakura not",why is sakura not on this list you said times before that shes stronger then tsunade yet tsunade is on this list and sakura not
thank you for this one,thank you for this one
Make a video on rewriting Naruto,make a video on rewriting naruto
Great video,great video
Leaving Kabuto OUT is A CRIME,leaving kabuto out is a crime
"3:43   Reading the manga 3-4 times, watching the anime start to finish 10+ times, here’s my quick list while driving home from a job. Curious how my list differs.
1. Kaguya
2. Haguromo
3. 3 eyed Madara
4. 6 paths Naruto
5. 6 paths Sasuke
6. DMS Kakashi
7. 8 gates Guy
8. 10 tails Obito
9. Edo Hashirama
10. Edo Minato
11. Edo Itachi
12. Edo Nagato
13. White zetsu Orochimaru
14. Onoki
15. Edo Tobirama
16. Edo Hiruzen
17. Toad sage Jiryia
18. Tsunade
I can offer context if Nick reply’s.",343 reading the manga 34 times watching the anime start to finish 10 times heres my quick list while driving home from a job curious how my list differs 1 kaguya 2 haguromo 3 3 eyed madara 4 6 paths naruto 5 6 paths sasuke 6 dms kakashi 7 8 gates guy 8 10 tails obito 9 edo hashirama 10 edo minato 11 edo itachi 12 edo nagato 13 white zetsu orochimaru 14 onoki 15 edo tobirama 16 edo hiruzen 17 toad sage jiryia 18 tsunade i can offer context if nick replys
Aye this right here hit 🎯,aye this right here hit
Zetsu and Sakura not being here is absolutely criminal,zetsu and sakura not being here is absolutely criminal
22:45 I thought the reason he was able to teleport everyone is because everyone was connected to Kuramas chakra and Minato used that connection to transport everyone by touching Naruto?,2245 i thought the reason he was able to teleport everyone is because everyone was connected to kuramas chakra and minato used that connection to transport everyone by touching naruto
I thought he was going to say so today i got an email linking me to another article lmao i thought here we go again still love these videos,i thought he was going to say so today i got an email linking me to another article lmao i thought here we go again still love these videos
"You say some crazy things. 23:00 minato does not teleport to 1000 different ninja or more, they are all linked with Naruto and kuramas chakra. They all teleported at the same time.",you say some crazy things 2300 minato does not teleport to 1000 different ninja or more they are all linked with naruto and kuramas chakra they all teleported at the same time
Sensational,sensational
Could we possibly see Kaguya show up in Boruto to wage war against her kin. I would like to see that.,could we possibly see kaguya show up in boruto to wage war against her kin i would like to see that
You should do a video on how accurate to inaccurate ranked or something like that lol,you should do a video on how accurate to inaccurate ranked or something like that lol
41:14 Kaguya winning is always welcom to me,4114 kaguya winning is always welcom to me
"Video idea.
Who of the konoha 12/13 could be hokage.
I’d say shino and or choji could do it but I’d love to see your hashed out version of this.",video idea who of the konoha 1213 could be hokage id say shino and or choji could do it but id love to see your hashed out version of this
Leaving Gaara off the list because his sand has so much utility beyond just offense is such an insane oversight to me. He's easily top 18,leaving gaara off the list because his sand has so much utility beyond just offense is such an insane oversight to me hes easily top 18
Interesting stickers on the table throughout the video,interesting stickers on the table throughout the video
His videos are always awesome,his videos are always awesome
I haven’t thought about Naruto really since the series ended. But now I can’t stop binging your videos and reliving “the good ole days” 😂,i havent thought about naruto really since the series ended but now i cant stop binging your videos and reliving the good ole days
